,Name,Developability Index (Fv)
753,3esv_GG_clean,48.094477
754,3et9_FF_clean,55.968781
755,3eyf_BA_clean,38.412547
756,3eyo_BA_clean,37.303963
757,3eyq_DC_clean,34.5937630000001
758,3eys_HL_clean,48.6589609999999
759,3eyu_HL_clean,48.529861
760,3eyv_BA_clean,39.8117470000001
761,3f12_BA_clean,46.520234
762,3f58_HL_clean,43.1871979999999
763,3fb5_AB_clean,43.050809
764,3fct_DC_clean,32.039605
765,3ffd_AB_clean,42.517535
766,3fn0_HL_clean,63.087512
767,3fo0_HL_clean,49.706339
768,3fo1_HL_clean,50.620788
769,3fo2_BA_clean,50.980548
770,3fo9_HL_clean,51.483207
771,3fzu_CD_clean,28.9979539999999
772,3g04_BA_clean,45.0516040000001
773,3g5v_BA_clean,34.378773
774,3g5x_BA_clean,42.16146
775,3g5y_BA_clean,42.970811
776,3g5z_BA_clean,39.626302
777,3g6a_HL_clean,55.402877
778,3gb7_AB_clean,43.344102
779,3gbm_HL_clean,60.876696
780,3gbn_HL_clean,61.307756
781,3ggw_BA_clean,44.0097880000001
782,3ghb_HL_clean,65.2629110000001
783,3ghe_HL_clean,50.168016
784,3gi8_HL_clean,41.3515250000001
785,3gi9_HL_clean,39.110358
786,3giz_HL_clean,44.455855
787,3gje_BA_clean,44.142946
788,3gjf_HL_clean,43.614085
789,3gk8_HL_clean,44.4077279999999
790,3gkw_HL_clean,31.202001
791,3gkz_AA_clean,44.409753
792,3gm0_AA_clean,44.1949499999999
793,3gnm_HL_clean,57.161801
794,3go1_HL_clean,46.145157
795,3grw_HL_clean,57.2012460000001
796,3h0t_BA_clean,37.2745979999999
797,3h3b_DD_clean,50.02011
798,3h3p_IM_clean,58.786076
799,3h42_HL_clean,53.391602
800,3hae_HL_clean,45.355807
801,3hb3_CD_clean,44.477935
802,3hc0_HL_clean,34.289503
803,3hc3_HL_clean,35.010088
804,3hc4_HL_clean,36.152571
805,3hi1_HL_clean,38.609243
806,3hi5_HL_clean,47.8094229999999
807,3hi6_HL_clean,40.772307
808,3hns_HL_clean,34.410575
809,3hnt_HL_clean,32.879174
810,3hnv_HL_clean,34.498585
811,3hr5_IP_clean,41.108115
812,3hzk_BA_clean,25.754299
813,3hzm_BA_clean,23.241195
814,3hzv_BA_clean,24.144352
815,3hzy_BA_clean,30.496668
816,3i02_BA_clean,33.954461
817,3i2c_HL_clean,58.1704
818,3i75_BA_clean,56.6674499999999
819,3i9g_HL_clean,54.5731640000001
820,3idg_BA_clean,62.801169
821,3idi_BA_clean,38.449314
822,3idj_BA_clean,62.1773339999999
823,3idm_BA_clean,61.9171640000001
824,3idn_BA_clean,64.7727279999999
825,3idx_HL_clean,30.349723
826,3iet_DC_clean,32.9810120000001
827,3if1_DC_clean,32.202622
828,3ifl_HL_clean,42.216266
829,3ifn_HL_clean,45.295346
830,3ifo_AB_clean,47.7627549999999
831,3ifp_EF_clean,47.156514
832,3iga_AB_clean,42.676709
833,3ijh_BA_clean,34.00896
834,3ijs_DC_clean,34.796811
835,3ijy_BA_clean,36.028061
836,3ikc_BA_clean,36.152587
837,3inu_HL_clean,40.8341620000001
838,3iu3_AB_clean,34.422356
839,3iu4_HL_clean,26.4920720000001
840,3ixt_HL_clean,29.7288050000001
841,3juy_CC_clean,41.071848
842,3jwd_PO_clean,35.358247
843,3k2u_HL_clean,49.462999
844,3kdm_HL_clean,41.439069
845,3klh_DC_clean,33.442419
846,3kr3_HL_clean,25.790778
847,3ks0_KJ_clean,40.090538
848,3kym_JI_clean,39.8715220000001
849,3l1o_HL_clean,40.154841
850,3l5w_BA_clean,31.3543589999999
851,3l5x_HL_clean,44.6136429999999
852,3l5y_HL_clean,43.9173110000001
853,3l7e_BA_clean,30.000264
854,3l7f_HL_clean,44.140693
855,3l95_BA_clean,29.610453
856,3ld8_CB_clean,34.957086
857,3ldb_CB_clean,34.3605809999999
858,3lev_HL_clean,52.715664
859,3lex_HL_clean,47.4220860000001
860,3ley_HL_clean,61.0129
861,3lh2_KO_clean,58.9693639999999
862,3lhp_HL_clean,52.4137929999999
863,3liz_HL_clean,46.299132
864,3lmj_HL_clean,58.77926
865,3lrs_CD_clean,44.2425000000001
866,3ls4_HL_clean,45.5820579999999
867,3ls5_HL_clean,44.4690380000001
868,3lzf_HL_clean,57.883507
869,3m8o_HL_clean,34.7803879999999
870,3ma9_HL_clean,65.340785
871,3mac_HL_clean,70.890078
872,3mbx_HL_clean,30.7981309999999
873,3mck_HL_clean,47.751204
874,3mcl_HL_clean,24.1329490000001
875,3mj8_HL_clean,44.5740100000001
876,3mj9_HL_clean,45.440134
877,3mlr_HL_clean,54.462839
878,3mls_JN_clean,53.729973
879,3mlt_HL_clean,53.488256
880,3mlu_HL_clean,59.7418140000001
881,3mlv_NM_clean,59.0335049999999
882,3mlw_HL_clean,37.3706969999999
883,3mlx_IM_clean,46.855933
884,3mly_HL_clean,49.72059
885,3mlz_HL_clean,49.053188
886,3mnv_DC_clean,30.366554
887,3mnw_BA_clean,39.62229
888,3mnz_BA_clean,43.738684
889,3mo1_BA_clean,36.407792
890,3moa_HL_clean,57.8206860000001
891,3mob_HL_clean,58.037567
892,3mod_HL_clean,59.6584669999999
893,3mug_DC_clean,57.1985839999999
894,3mxv_HL_clean,38.798469
895,3mxw_HL_clean,41.8557
896,3n9g_HL_clean,38.263352
897,3na9_HL_clean,44.8129550000001
898,3naa_HL_clean,44.618972
899,3nab_HL_clean,48.581129
900,3nac_HL_clean,42.162896
901,3ncj_HL_clean,46.296656
902,3nfp_HL_clean,37.9301169999999
903,3nfs_HL_clean,34.780852
904,3ngb_BC_clean,54.805536
905,3nh7_KO_clean,53.235317
906,3nid_HL_clean,45.7896830000001
907,3nif_EF_clean,44.8763559999999
908,3nig_EF_clean,46.0318720000001
909,3nps_BC_clean,34.561536
910,3ntc_HL_clean,36.7818099999999
911,3nz8_AB_clean,41.597416
912,3nzh_HL_clean,39.224362
913,3o0r_HL_clean,51.573937
914,3o11_HL_clean,20.623537
915,3o2d_HL_clean,32.152674
916,3o2v_HL_clean,46.222388
917,3o2w_HL_clean,48.2638090000001
918,3o41_HL_clean,42.313546
919,3o45_AB_clean,38.1365960000001
920,3o6k_HL_clean,47.636962
921,3o6l_HL_clean,47.2125679999999
922,3o6m_HL_clean,49.9179120000001
923,3oau_HL_clean,46.8611460000001
924,3oay_HL_clean,58.2472040000001
925,3oaz_MK_clean,60.185064
926,3ob0_MK_clean,62.31726
927,3ojd_BA_clean,41.887376
928,3okd_BA_clean,32.203568
929,3oke_BA_clean,28.653991
930,3okk_BA_clean,28.9036010000001
931,3okl_BA_clean,31.7712219999999
932,3okm_BA_clean,34.886182
933,3okn_BA_clean,30.040395
934,3oko_BA_clean,27.490547
935,3or6_AB_clean,41.5548500000001
936,3or7_AB_clean,42.3627730000001
937,3oz9_HL_clean,58.705476
938,3p0v_IM_clean,35.51652
939,3p0y_HL_clean,36.942858
940,3pgf_HL_clean,47.569457
941,3pho_BA_clean,48.918334
942,3phq_BA_clean,51.5503199999999
943,3pnw_WV_clean,52.318688
944,3pp3_HL_clean,60.8842660000001
945,3pp4_HL_clean,61.826553
946,3q1s_HL_clean,65.4146739999999
947,3q3g_KJ_clean,34.8714980000001
948,3q6g_HL_clean,43.791237
949,3qct_HL_clean,59.387233
950,3qcu_HL_clean,65.112934
951,3qcv_IM_clean,63.700586
952,3qeg_HL_clean,40.1639659999999
953,3qeh_CD_clean,39.621608
954,3qg6_HL_clean,46.915154
955,3qg7_HL_clean,40.8189380000001
956,3qhf_HL_clean,44.8707329999999
957,3qhz_IM_clean,43.228203
958,3qnx_BA_clean,31.378565
959,3qny_DC_clean,36.612149
960,3qnz_BA_clean,36.85656
961,3qo0_BA_clean,29.2706140000001
962,3qo1_BA_clean,29.232451
963,3qos_HL_clean,43.1621709999999
964,3qot_HL_clean,40.999438
965,3qpq_HL_clean,45.571364
966,3qpx_HL_clean,34.267264
967,3qq9_DC_clean,43.776376
968,3qrg_HL_clean,42.83305
969,3qwo_HL_clean,31.079602
970,3r06_DC_clean,50.424845
971,3r1g_HL_clean,43.7042259999999
972,3ra7_HL_clean,47.345827
973,3rkd_DC_clean,42.538782
974,3rpi_HL_clean,36.8086440000001
975,3ru8_HL_clean,30.707059
976,3rvt_DC_clean,47.7838009999999
977,3rvu_DC_clean,51.461825
978,3rvv_DC_clean,45.493714
979,3rvw_DC_clean,48.65326
980,3rvx_DC_clean,48.466497
981,3s34_HL_clean,47.354263
982,3s35_HL_clean,49.099627
983,3s37_HL_clean,46.542202
984,3s96_AB_clean,70.171902
985,3sdy_HL_clean,38.2686849999999
986,3se8_HL_clean,64.9379139999999
987,3se9_HL_clean,46.6028249999999
988,3sgd_JI_clean,42.208727
989,3sge_HL_clean,46.204264
990,3skj_HL_clean,45.26264
991,3so3_CB_clean,44.383157
992,3sob_HL_clean,38.962932
993,3sqo_HL_clean,34.956924
994,3stl_AB_clean,42.0531180000001
995,3stz_AB_clean,41.692752
996,3sy0_BA_clean,27.6172590000001
997,3t2n_HL_clean,45.3374179999999
998,3t3m_HL_clean,45.543989
999,3t3p_HL_clean,46.1077689999999
1000,3t4y_BA_clean,30.484191
1001,3t65_BA_clean,30.129396
1002,3t77_BA_clean,32.041042
1003,3tcl_AB_clean,33.950749
1004,3tnm_AB_clean,31.968781
1005,3tnn_HL_clean,25.761139
1006,3u0t_DC_clean,60.5435099999999
1007,3u0w_HL_clean,40.800437
1008,3u1s_HL_clean,43.763969
1009,3u2s_HL_clean,41.326207
1010,3u30_CB_clean,38.747359
1011,3u46_AB_clean,40.10885
1012,3u4b_HL_clean,38.8255999999999
1013,3u4e_AB_clean,42.6056249999999
1014,3u6r_AB_clean,68.450527
1015,3u7w_HL_clean,39.707009
1016,3u7y_HL_clean,43.920032
1017,3uc0_IM_clean,44.753387
1018,3uji_HL_clean,51.289652
1019,3ujj_HL_clean,36.284837
1020,3ujt_HL_clean,38.4010559999999
1021,3uls_BA_clean,49.4456399999999
1022,3umt_AA_clean,34.540605
1023,3uo1_HL_clean,52.4057190000001
1024,3utz_CD_clean,49.4936219999999
1025,3ux9_BB_clean,62.638783
1026,3uyp_AA_clean,49.538999
1027,3uyr_HL_clean,50.5235
1028,3uze_BB_clean,55.1755620000001
1029,3uzq_AA_clean,48.072067
1030,3uzv_BB_clean,54.298807
1031,3v0v_HL_clean,26.293255
1032,3v0w_HL_clean,24.393635
1033,3v4u_HL_clean,52.733285
1034,3v52_HL_clean,51.733947
1035,3v6f_HL_clean,34.068695
1036,3v6o_DF_clean,39.428483
1037,3vfg_HL_clean,43.9377869999999
1038,3vg0_HL_clean,45.8147739999999
1039,3vg9_CB_clean,45.369291
1040,3vi3_FE_clean,56.3460810000001
1041,3vi4_HL_clean,54.6319910000001
1042,3vw3_HL_clean,50.0933530000001
1043,3w9d_AB_clean,43.7096289999999
1044,3w9e_AB_clean,38.198542
1045,3wbd_BB_clean,46.042078
1046,3we6_AB_clean,63.402304
1047,3wfb_HL_clean,50.4446040000001
1048,3wfc_HL_clean,51.734409
1049,3wfd_HL_clean,52.506089
1050,3wfe_HL_clean,52.7935890000001
1051,3wfh_AB_clean,59.142589
1052,3whx_AB_clean,60.1274709999999
1053,3wif_AB_clean,59.7706
1054,3wih_HL_clean,33.195511
1055,3wii_HL_clean,32.616432
1056,3wkm_HL_clean,52.2670030000001
1057,3wxv_HL_clean,48.294751
1058,3wxw_HL_clean,50.551819
1059,3x3f_HL_clean,39.572803
1060,3x3g_HL_clean,37.2823480000001
1061,3zdx_HL_clean,44.728571
1062,3zdy_HL_clean,44.84474
1063,3zdz_EF_clean,47.764931
1064,3ze0_HL_clean,45.565826
1065,3ze2_HL_clean,46.314006
1066,3zkn_HL_clean,44.249403
1067,3zl4_HL_clean,45.4776039999999
1068,43c9_FE_clean,54.489826
1069,43ca_DC_clean,52.711538
1070,4a6y_BA_clean,48.952421
1071,4aeh_HL_clean,33.281656
1072,4aei_HL_clean,53.264115
1073,4ag4_HL_clean,45.5972429999999
1074,4al8_HL_clean,34.489491
1075,4ala_HL_clean,31.567219
1076,4amk_HL_clean,39.828952
1077,4at6_HL_clean,54.738977
1078,4bh7_BA_clean,39.091265
1079,4bh8_BA_clean,31.619073
1080,4buh_BB_clean,42.083417
1081,4bz1_HL_clean,27.583557
1082,4bz2_HL_clean,38.05052
1083,4c83_AB_clean,39.19495
1084,4cad_ED_clean,44.588809
1085,4cmh_BC_clean,49.9271579999999
1086,4cni_HL_clean,48.002172
1087,4d3c_HL_clean,38.509968
1088,4d9l_HL_clean,46.400102
1089,4d9q_ED_clean,40.69531
1090,4d9r_HL_clean,38.614566
1091,4dcq_BA_clean,65.7799640000001
1092,4dgi_HL_clean,41.7535619999999
1093,4dgv_HL_clean,54.347778
1094,4dgy_HL_clean,52.1038399999999
1095,4dkf_HL_clean,30.530558
1096,4dn3_HL_clean,46.156786
1097,4dn4_HL_clean,44.9455949999999
1098,4dqo_HL_clean,46.431805
1099,4dtg_HL_clean,48.833997
1100,4dvb_AB_clean,39.1398629999999
1101,4dvr_HL_clean,37.821938
1102,4dw2_HL_clean,40.353652
1103,4ebq_HL_clean,49.886265
1104,4edw_HL_clean,36.058026
1105,4edx_HL_clean,33.658334
1106,4ene_EF_clean,68.454993
1107,4eow_HL_clean,48.7980249999999
1108,4ers_HL_clean,34.895376
1109,4etq_HL_clean,46.6590169999999
1110,4evn_MN_clean,69.5834600000001
1111,4f15_KL_clean,45.0817450000001
1112,4f33_FE_clean,27.458807
1113,4f37_HL_clean,38.9979589999999
1114,4f3f_BA_clean,26.4844109999999
1115,4f57_HL_clean,50.05619
1116,4f58_HL_clean,47.6036760000001
1117,4fab_HL_clean,57.100101
1118,4ffv_HL_clean,31.076479
1119,4ffw_DC_clean,36.729537
1120,4ffy_HL_clean,56.69948
1121,4fnl_IM_clean,43.0209690000001
1122,4fp8_HL_clean,44.1793190000001
1123,4fq2_HL_clean,63.6436499999999
1124,4fqc_HL_clean,63.612676
1125,4fqh_HL_clean,49.888565
1126,4fqi_HL_clean,52.9280890000001
1127,4fqj_HL_clean,51.6267069999999
1128,4fql_HL_clean,41.170245
1129,4fqq_HL_clean,48.723906
1130,4fz8_HL_clean,67.831267
1131,4fze_HL_clean,55.549392
1132,4g3y_HL_clean,46.934976
1133,4g5z_HL_clean,39.390287
1134,4g6a_CD_clean,40.5679879999999
1135,4g6f_HL_clean,66.9952900000001
1136,4g6j_HL_clean,29.482441
1137,4g6k_HL_clean,23.059392
1138,4g6m_HL_clean,21.263134
1139,4g7v_HL_clean,47.6748559999999
1140,4g7y_HL_clean,43.2363
1141,4gag_HL_clean,41.5372410000001
1142,4gaj_HL_clean,45.081072
1143,4gay_AB_clean,45.7759799999999
1144,4gms_JN_clean,40.8586989999999
1145,4gmt_IM_clean,41.917169
1146,4gq9_HL_clean,42.077897
1147,4gqp_HH_clean,44.325739
1148,4gsd_HL_clean,47.969869
1149,4gw1_DC_clean,44.623914
1150,4gw4_AB_clean,35.039138
1151,4gw5_BA_clean,46.0760680000001
1152,4gxv_HL_clean,53.501029
1153,4h0g_AA_clean,58.4651189999999
1154,4h0h_BB_clean,59.2687780000001
1155,4h0i_AA_clean,59.490685
1156,4h20_HL_clean,47.0671300000001
1157,4h88_HL_clean,42.407934
1158,4h8w_HL_clean,27.70261
1159,4hbc_HL_clean,40.878259
1160,4hc1_MN_clean,29.4513
1161,4hcr_MN_clean,40.9330850000001
1162,4hdi_BA_clean,41.639766
1163,4hfw_BA_clean,34.0473150000001
1164,4hgw_BA_clean,32.084067
1165,4hh9_DC_clean,36.815769
1166,4hha_BA_clean,33.309967
1167,4hie_BA_clean,41.389885
1168,4hih_BA_clean,41.98722
1169,4hii_DC_clean,44.5802540000001
1170,4hij_BA_clean,39.005239
1171,4hix_HL_clean,42.309511
1172,4hjg_BA_clean,43.967837
1173,4hjj_HL_clean,83.4665519999998
1174,4hk0_AB_clean,47.213563
1175,4hkx_AB_clean,47.4840339999999
1176,4hkz_BA_clean,32.775094
1177,4hlz_IJ_clean,52.8746519999999
1178,4hpo_HL_clean,44.622735
1179,4hpy_HL_clean,56.682972
1180,4hqq_HL_clean,42.286399
1181,4hs6_BA_clean,36.75994
1182,4hs8_HL_clean,35.9395689999999
1183,4ht1_HL_clean,57.411355
1184,4hwb_HL_clean,38.7215910000001
1185,4hwe_HL_clean,38.747768
1186,4hxa_HL_clean,39.3086680000001
1187,4hxb_HL_clean,39.4443339999999
1188,4hzl_HL_clean,61.553401
1189,4i2x_DC_clean,36.235187
1190,4i3s_HL_clean,50.465361
1191,4i77_HL_clean,46.909842
1192,4i9w_ED_clean,40.9234610000001
1193,4ij3_CB_clean,38.8032270000001
1194,4imk_BC_clean,49.482444
1195,4iml_AB_clean,50.6163860000001
1196,4ioi_BA_clean,47.873091
1197,4irz_HL_clean,30.32171
1198,4isv_BA_clean,49.1542879999999
1199,4j1u_FE_clean,26.824242
1200,4j4p_HL_clean,51.445219
1201,4j6r_HL_clean,39.0779149999999
1202,4j8r_BA_clean,38.017906
1203,4jam_AB_clean,42.664643
1204,4jdv_AB_clean,31.279929
1205,4jfx_HL_clean,47.136071
1206,4jfy_BA_clean,46.1824049999999
1207,4jfz_HL_clean,48.473183
1208,4jg0_HL_clean,48.84768
1209,4jg1_HL_clean,48.817231
1210,4jha_HL_clean,46.6124850000001
1211,4jj5_BA_clean,50.334438
1212,4jkp_HL_clean,46.0703280000001
1213,4jlr_HL_clean,34.34386
1214,4jm4_HL_clean,55.8382949999999
1215,4jn1_HL_clean,59.2288760000001
1216,4jn2_HL_clean,55.003647
1217,4jo1_HL_clean,39.148428
1218,4jo2_HL_clean,39.4745179999999
1219,4jo3_IM_clean,48.8236220000001
1220,4jo4_HL_clean,50.640281
1221,4jpi_AB_clean,38.384677
1222,4jpk_HL_clean,29.972821
1223,4jpv_HL_clean,40.2367510000001
1224,4jpw_HL_clean,36.773312
1225,4jqi_HL_clean,55.97777
1226,4jr9_HL_clean,38.50211
1227,4jre_HL_clean,37.8070710000001
1228,4jy4_BA_clean,57.9252980000001
1229,4jy5_HL_clean,66.293084
1230,4jy6_BA_clean,57.721333
1231,4jzj_HL_clean,45.563106
1232,4jzn_IP_clean,43.4764719999999
1233,4jzo_GH_clean,44.318095
1234,4k23_HL_clean,38.6335319999999
1235,4k2u_HL_clean,38.5491269999999
1236,4k3d_IM_clean,43.9465869999999
1237,4k3e_IM_clean,27.633339
1238,4k3j_HL_clean,30.768141
1239,4k7p_YX_clean,33.218905
1240,4k94_HL_clean,38.6415889999999
1241,4k9e_HL_clean,46.3699619999999
1242,4kaq_HL_clean,43.43906
1243,4kht_HL_clean,57.446292
1244,4khx_HL_clean,71.1551980000001
1245,4ki5_EF_clean,39.7080060000001
1246,4kjq_EF_clean,63.9653369999999
1247,4kk8_EF_clean,65.328276
1248,4kk9_CD_clean,67.533371
1249,4kkl_CD_clean,67.0237699999999
1250,4kmt_HL_clean,35.741017
1251,4kph_IM_clean,43.030901
1252,4kq3_HL_clean,25.134111
1253,4kq4_HL_clean,17.362289
1254,4krp_DC_clean,47.686642
1255,4ktd_HL_clean,68.678682
1256,4kte_HL_clean,61.333203
1257,4kuz_HL_clean,23.56928
1258,4kvc_HL_clean,37.604195
1259,4kxz_QP_clean,55.1973089999999
1260,4ky1_HL_clean,45.2797299999999
1261,4kzd_HL_clean,35.685439
1262,4kze_HL_clean,35.1282599999999
1263,4l5f_HL_clean,36.465979
1264,4laq_HL_clean,48.724197
1265,4lar_HL_clean,45.480279
1266,4las_HL_clean,44.962311
1267,4lbe_AB_clean,38.2589280000001
1268,4lci_HL_clean,46.487279
1269,4lcu_AB_clean,40.4270319999999
1270,4leo_AB_clean,36.8838129999999
1271,4lex_HL_clean,42.453972
1272,4lf3_ED_clean,38.059195
1273,4liq_HL_clean,29.377242
1274,4lkc_BA_clean,35.987376
1275,4lkx_AB_clean,50.200233
1276,4llu_AB_clean,45.575143
1277,4llv_HL_clean,53.9601900000001
1278,4llw_CD_clean,54.705984
1279,4lly_AB_clean,45.335509
1280,4lmq_EI_clean,39.752856
1281,4lou_CD_clean,67.2117929999998
1282,4lqf_HL_clean,51.129149
1283,4lri_CB_clean,54.1356589999999
1284,4lrn_HL_clean,70.9306369999999
1285,4lsp_HL_clean,45.9112830000001
1286,4lsq_HL_clean,40.0024800000001
1287,4lsr_HL_clean,44.312135
1288,4lss_HL_clean,56.727124
1289,4lst_HL_clean,57.714682
1290,4lsu_HL_clean,38.660359
1291,4lu5_IM_clean,52.560814
1292,4lvh_HI_clean,54.0791410000001
1293,4lvn_CB_clean,33.7240609999999
1294,4lvo_CB_clean,36.048898
1295,4m1d_IM_clean,64.882047
1296,4m1g_HL_clean,32.146244
1297,4m43_HL_clean,52.429576
1298,4m48_HL_clean,32.9381600000001
1299,4m5y_HL_clean,54.978486
1300,4m5z_HL_clean,53.0073770000001
1301,4m61_BA_clean,18.248302
1302,4m62_IM_clean,57.058934
1303,4m6m_HL_clean,47.314546
1304,4m6n_HL_clean,48.528809
1305,4m6o_HL_clean,34.387718
1306,4m7j_HL_clean,59.264923
1307,4m7k_HL_clean,41.6528079999999
1308,4m7z_BC_clean,54.97186
1309,4m8q_AB_clean,53.14342
1310,4m93_HL_clean,56.3526600000001
1311,4ma1_BC_clean,59.158863
1312,4ma3_BA_clean,34.8661789999999
1313,4ma7_HL_clean,42.086681
1314,4ma8_HL_clean,42.270907
1315,4mau_HL_clean,35.0711059999999
1316,4msw_AB_clean,38.879888
1317,4mwf_AB_clean,37.192724
1318,4n0y_HL_clean,59.5277110000001
1319,4n8c_HL_clean,39.1521410000001
1320,4n9g_MN_clean,53.211898
1321,4ncc_HL_clean,42.47351
1322,4ngh_HL_clean,45.500871
1323,4nhc_HL_clean,42.494474
1324,4nik_BB_clean,60.5414140000001
1325,4nj9_HL_clean,39.7517330000001
1326,4nja_HL_clean,38.153083
1327,4nki_HL_clean,40.812047
1328,4nm4_IM_clean,35.699865
1329,4nnp_HL_clean,49.3324450000001
1330,4np4_HL_clean,32.146711
1331,4npy_BA_clean,44.50101
1332,4nrx_HL_clean,42.649044
1333,4nrz_HL_clean,38.401539
1334,4nug_HL_clean,58.708414
1335,4nuj_BA_clean,59.988562
1336,4nwt_HL_clean,47.374625
1337,4nwu_HL_clean,49.138277
1338,4nx3_BA_clean,25.991264
1339,4nyl_EF_clean,39.852062
1340,4nzr_HL_clean,61.010915
1341,4nzt_HL_clean,52.199745
1342,4nzu_HL_clean,43.6350080000001
1343,4o4y_HL_clean,31.872172
1344,4o51_BA_clean,32.508029
1345,4o58_HL_clean,46.3638329999999
1346,4o5l_HL_clean,40.6408619999999
1347,4o9h_HL_clean,36.1474789999999
1348,4oaw_DC_clean,37.3395680000001
1349,4ob5_HL_clean,58.4459340000001
1350,4ocr_HL_clean,52.32629
1351,4ocs_HL_clean,59.360566
1352,4ocx_HL_clean,58.2757139999999
1353,4ocy_HL_clean,56.131622
1354,4od1_HL_clean,51.108432
1355,4od3_HL_clean,44.5401650000001
1356,4odh_HL_clean,43.377968
1357,4ods_HL_clean,40.55466
1358,4odt_HL_clean,40.739062
1359,4odu_HL_clean,41.117167
1360,4odv_HL_clean,41.844924
1361,4odw_HL_clean,49.6729369999999
1362,4ogx_HL_clean,63.6747219999999
1363,4ogy_HL_clean,61.638609
1364,4ojf_HL_clean,43.5110670000001
1365,4okv_AB_clean,41.974234
1366,4olu_HL_clean,49.879922
1367,4olv_HL_clean,52.826205
1368,4olw_HL_clean,50.424513
1369,4olx_HL_clean,55.0438200000001
1370,4oly_HL_clean,49.869831
1371,4olz_HL_clean,52.1116940000001
1372,4om0_HL_clean,53.710662
1373,4om1_HL_clean,54.9775360000001
1374,4onf_HL_clean,41.2248210000001
1375,4ong_HL_clean,42.918878
1376,4osu_HL_clean,43.1070229999999
1377,4ot1_HL_clean,50.464876
1378,4otx_HL_clean,24.3948980000001
1379,4ouu_HL_clean,43.160996
1380,4p3c_HL_clean,56.036263
1381,4p3d_AB_clean,57.749169
1382,4pb0_HL_clean,47.402938
1383,4pb9_HL_clean,46.084494
1384,4plj_HL_clean,36.3427749999999
1385,4poz_DC_clean,39.818704
1386,4pp2_DC_clean,45.1316260000001
1387,4ps4_HL_clean,43.2034360000001
1388,4ptt_BA_clean,38.913933
1389,4ptu_BA_clean,40.551403
1390,4pub_HL_clean,49.854288
1391,4py7_AB_clean,46.4978050000001
1392,4py8_IJ_clean,46.107133
1393,4q0x_HL_clean,49.610562
1394,4q2z_AB_clean,56.1756209999999
1395,4qci_HL_clean,69.698742
1396,4qf1_HL_clean,47.197678
1397,4qhu_BA_clean,71.4252539999999
1398,4qt5_HL_clean,36.8500489999999
1399,4qth_AB_clean,26.189163
1400,4qww_DC_clean,38.928433
1401,4qxg_HL_clean,35.1748880000001
1402,4qxt_AB_clean,45.034634
1403,4qxu_HL_clean,56.769303
1404,4qy8_AB_clean,44.4502289999999
1405,4qyo_AB_clean,45.187051
1406,4r26_HL_clean,61.2479459999999
1407,4r3s_AB_clean,42.075069
1408,4r7d_IJ_clean,32.578906
1409,4r8w_HL_clean,49.788785
1410,4r90_HL_clean,38.413392
1411,4r97_CB_clean,36.652167
1412,4rav_AB_clean,50.570346
1413,4rbp_MK_clean,57.532725
1414,4rdq_GF_clean,40.367195
1415,4rfe_HL_clean,57.435124
1416,4rgm_CB_clean,46.48591
1417,4rgn_BC_clean,49.500347
1418,4rgo_HL_clean,45.3831169999999
1419,4rir_AB_clean,40.53345
1420,4ris_HL_clean,42.102422
1421,4rnr_CD_clean,39.6560969999999
1422,4rrp_IC_clean,39.52954
1423,4rwy_HL_clean,44.4901940000001
1424,4rzc_EF_clean,61.3323120000001
1425,4s1d_OP_clean,47.8476769999999
1426,4s1q_HL_clean,57.4662369999998
1427,4s2s_HL_clean,35.155747
1428,4toy_HL_clean,67.99387
1429,4tpr_HL_clean,53.9207499999999
1430,4tqe_HL_clean,62.420703
1431,4trp_HL_clean,48.174319
1432,4tsa_HL_clean,45.900314
1433,4tsb_HL_clean,36.684088
1434,4tsc_HL_clean,39.627936
1435,4ttd_CD_clean,49.7786640000001
1436,4tuj_AB_clean,49.935262
1437,4tuk_HL_clean,54.341268
1438,4tul_HL_clean,49.8299990000001
1439,4tuo_AB_clean,52.3375279999999
1440,4u0r_BC_clean,63.4300119999999
1441,4u6v_KM_clean,32.184242
1442,4uik_HL_clean,44.3105709999999
1443,4uil_HL_clean,52.0033209999999
1444,4uim_CD_clean,34.352707
1445,4uin_HL_clean,46.050588
1446,4ut7_HL_clean,52.0595420000001
1447,4uu9_AB_clean,60.2635679999999
1448,4uuj_AB_clean,41.573117
1449,4uv7_HL_clean,45.861833
1450,4wcy_HL_clean,43.2762839999999
1451,4web_HL_clean,25.912226
1452,4wfe_GF_clean,38.361337
1453,4wff_ED_clean,40.613746
1454,4wht_AB_clean,40.6469109999999
1455,4why_MN_clean,44.6069000000001
1456,4wuk_HL_clean,49.45065
1457,4wv1_BA_clean,43.93677
1458,4wy7_HL_clean,45.0702739999999
1459,4x0k_HL_clean,33.7722079999999
1460,4x4x_CD_clean,46.512202
1461,4x4y_CD_clean,48.8060350000001
1462,4x7s_HL_clean,30.778133
1463,4x80_HL_clean,35.437845
1464,4x8j_HL_clean,45.958605
1465,4xak_DE_clean,31.151755
1466,4xaw_HL_clean,33.750992
1467,4xbe_HL_clean,36.042636
1468,4xbg_JK_clean,48.161737
1469,4xbp_EF_clean,50.424564
1470,4xc1_HL_clean,34.533804
1471,4xc3_HL_clean,36.2029910000001
1472,4xcc_HL_clean,52.5063419999999
1473,4xce_CD_clean,49.225623
1474,4xcf_HL_clean,31.989412
1475,4xcn_HL_clean,45.1021510000001
